id,content,chat_type,secondary_emotions,is_multilabel,label_set,conversation_id
msg_00455,"Honestly, i followed my normal schedule.",neutral,,False,neutral,conv_00163
msg_00367,"Today, i have been overthinking every little detail.",anxious,,False,anxious,conv_00163
msg_00092,Right now I am genuinely pleased with myself.,happy,,False,happy,conv_00163
msg_00340,I keep predicting the worst outcome.,anxious,,False,anxious,conv_00163
msg_00565,"Lately, i do not see a reason to stay alive.",suicidal,,False,suicidal,conv_00164
msg_00346,"Today, i cannot stop worrying about tomorrow.",anxious,,False,anxious,conv_00164
msg_00242,I am annoyed that my concerns were dismissed.,angry,,False,angry,conv_00164
msg_00014,That success gave me a huge confidence boost.,happy,,False,happy,conv_00164
msg_00316,My mind will not switch off.,anxious,,False,anxious,conv_00165
msg_00601,"I had a wonderful time with my friends, but I still missed someone who could not be there. I could feel both reactions at once.",happy,sad,True,"happy,sad",conv_00165
msg_00388,"Today, right now I am scared of making the wrong choice.",anxious,,False,anxious,conv_00165
msg_00274,"Today, right now I am fed up with being ignored.",angry,,False,angry,conv_00165
msg_00167,I am having trouble feeling hopeful.,sad,,False,sad,conv_00166
msg_00700,"Nothing unusual happened, except for one interaction that left me irritated. By the evening, I was still carrying both emotions.",neutral,angry,True,"neutral,angry",conv_00166
msg_00647,"I am excited about tomorrow, but my mind keeps worrying about everything that could go wrong. It was difficult to describe the mood with one word.",anxious,happy,True,"anxious,happy",conv_00166
msg_00485,"Honestly, i worked through my usual tasks.",neutral,,False,neutral,conv_00166
msg_00689,"Everything was normal today, but I noticed a quiet sadness in the background. I noticed the second feeling more once I had calmed down.",neutral,sad,True,"neutral,sad",conv_00167
msg_00505,I feel like I cannot keep living this way.,suicidal,,False,suicidal,conv_00167
msg_00244,I feel completely fed up tonight.,angry,,False,angry,conv_00167
msg_00567,"Today, i do not see a reason to stay alive.",suicidal,,False,suicidal,conv_00167
msg_00563,"Honestly, i have been thinking seriously about suicide.",suicidal,,False,suicidal,conv_00168
msg_00190,I feel sadder than I expected to.,sad,,False,sad,conv_00168
msg_00476,"Honestly, today felt like a normal weekday.",neutral,,False,neutral,conv_00168
msg_00511,I am feeling like death is the only escape.,suicidal,,False,suicidal,conv_00168
msg_00059,"I feel calm, satisfied, and happy.",happy,,False,happy,conv_00169
msg_00475,"Lately, today felt like a normal weekday.",neutral,,False,neutral,conv_00169
msg_00561,"Today, i am feeling like I cannot keep living this way.",suicidal,,False,suicidal,conv_00169
msg_00253,"Today, i am really angry about what happened.",angry,,False,angry,conv_00169
msg_00022,I am feeling peaceful and content right now.,happy,,False,happy,conv_00170
msg_00314,I am scared of making the wrong choice.,anxious,,False,anxious,conv_00170
msg_00460,"Lately, i mostly stayed busy with everyday tasks.",neutral,,False,neutral,conv_00170
msg_00161,Right now I am disappointed in myself tonight.,sad,,False,sad,conv_00170
msg_00277,"Today, i feel disrespected and frustrated.",angry,,False,angry,conv_00171
msg_00192,I am struggling to let go of what happened.,sad,,False,sad,conv_00171
msg_00386,"Lately, right now I am scared of making the wrong choice.",anxious,,False,anxious,conv_00171
msg_00414,It was an uneventful day.,neutral,,False,neutral,conv_00171
msg_00492,"Today, nothing significant changed today.",neutral,,False,neutral,conv_00172
msg_00344,"Lately, i cannot stop worrying about tomorrow.",anxious,,False,anxious,conv_00172
msg_00309,I feel tense and restless.,anxious,,False,anxious,conv_00172
msg_00662,"I am furious about what happened, but I am also worried about what will happen next. It was difficult to describe the mood with one word.",angry,anxious,True,"angry,anxious",conv_00172
msg_00131,I do not feel like talking to anyone today.,sad,,False,sad,conv_00173
msg_00664,"I am furious about what happened, but I am also worried about what will happen next. I noticed the second feeling more once I had calmed down.",angry,anxious,True,"angry,anxious",conv_00173
msg_00100,I am delighted by how everything worked out.,happy,,False,happy,conv_00173
msg_00373,"Today, i am feeling tense and restless.",anxious,,False,anxious,conv_00173
msg_00088,I feel like celebrating tonight.,happy,,False,happy,conv_00174
msg_00459,"Today, the day was neither especially good nor bad.",neutral,,False,neutral,conv_00174
msg_00331,Right now I am anxious about the result.,anxious,,False,anxious,conv_00174
msg_00215,I am irritated by everything right now.,angry,,False,angry,conv_00174
msg_00467,"Honestly, i studied for a while this afternoon.",neutral,,False,neutral,conv_00175
msg_00122,I feel forgotten by people I care about.,sad,,False,sad,conv_00175
msg_00615,"I am happy about the result, but I am still annoyed by how I was treated. By the evening, I was still carrying both emotions.",happy,angry,True,"happy,angry",conv_00175
msg_00021,I feel peaceful and content right now.,happy,,False,happy,conv_00175
msg_00701,"I am excited about the future, but I miss what I have lost and worry about what comes next.",happy,"sad,anxious",True,"happy,sad,anxious",conv_00176
msg_00072,I am enjoying being around people again.,happy,,False,happy,conv_00176
msg_00107,Nothing seems to make me feel better tonight.,sad,,False,sad,conv_00176
msg_00271,"Today, i am fed up with being ignored.",angry,,False,angry,conv_00176
msg_00436,"Lately, nothing unusual happened today.",neutral,,False,neutral,conv_00177
msg_00103,I have been crying on and off since morning.,sad,,False,sad,conv_00177
